Regions,City,Latitude,Longitude,Murder,Rape,Kidnapping,Robbery,Holding hostage,Riot,Arson,Assault,Covid
Natkur,Lucknow,,,0,0,0,0,0,0,0,0,0
Naubasta,Lucknow,,,0,0,0,0,0,0,0,0,0
Naveen Galla Mandi ,Lucknow,,,0,0,0,0,0,0,0,0,0
Navi Kot Nandana,Lucknow,,,0,0,0,0,0,0,0,0,0
New Ganeshganj,Lucknow,,,0,0,0,0,0,0,0,0,0
New Hyderabad ,Lucknow,,,0,0,0,0,0,0,0,0,0
Nijampur Malhor,Lucknow,,,0,0,0,0,0,0,0,0,0
Nilmatha,Lucknow,,,0,0,0,0,0,0,0,0,0
Nirala Nagar ,Lucknow,,,0,0,0,0,0,0,0,0,0
Nirala Nagar ,Lucknow,,,0,0,0,0,0,0,0,0,0
Nishatganj ,Lucknow,,,0,0,0,0,0,0,0,0,0
Paikaramau,Lucknow,,,0,0,0,0,0,0,0,0,0
Pan Dariba Marg ,Lucknow,,,0,0,0,0,0,0,0,0,0
Park Road ,Lucknow,,,0,0,0,0,0,0,0,0,0
Pawanpuri,Lucknow,,,0,0,0,0,0,0,0,0,0
Piparsand,Lucknow,,,0,0,0,0,0,0,0,0,0
Prag Narain Road ,Lucknow,,,0,0,0,0,0,0,0,0,0
Rae Bareli Road,Lucknow,,,0,0,0,0,0,0,0,0,0
Rahim Nagar,Lucknow,,,0,0,0,0,0,0,0,0,0
Rajajipuram ,Lucknow,,,0,0,0,0,0,0,0,0,0
Rajendra Nagar ,Lucknow,,,0,0,0,0,0,0,0,0,0
Ram Mohan Rai Marg ,Lucknow,,,0,0,0,0,0,0,0,0,0
Rasoolpur Sadat,Lucknow,,,0,0,0,0,0,0,0,0,0
Ruchi Khand-II ,Lucknow,,,0,0,0,0,0,0,0,0,0
Saadatganj ,Lucknow,,,0,0,0,0,0,0,0,0,0
Sadrauna,Lucknow,,,0,0,0,0,0,0,0,0,0
Sapru Marg ,Lucknow,,,0,0,0,0,0,0,0,0,0
Sarai Mali Khan,Lucknow,,,0,0,0,0,0,0,0,0,0
Sarojini Nagar,Lucknow,,,0,0,0,0,0,0,0,0,0
Sarosa Bharosa,Lucknow,,,0,0,0,0,0,0,0,0,0
Sarvodaya Nagar ,Lucknow,,,0,0,0,0,0,0,0,0,0
Sector-14,Lucknow,,,0,0,0,0,0,0,0,0,0
Sector-18,Lucknow,,,0,0,0,0,0,0,0,0,0
Sector-B,Lucknow,,,0,0,0,0,0,0,0,0,0
Sector-D,Lucknow,,,0,0,0,0,0,0,0,0,0
Shahnajaf Road ,Lucknow,,,0,0,0,0,0,0,0,0,0
Sharda Nagar ,Lucknow,,,0,0,0,0,0,0,0,0,0
Shyam Vihar Colony,Lucknow,,,0,0,0,0,0,0,0,0,0
Sikrauri,Lucknow,,,0,0,0,0,0,0,0,0,0
Singar Nagar,Lucknow,,,0,0,0,0,0,0,0,0,0
Subhash Marg,Lucknow,,,0,0,0,0,0,0,0,0,0
Sujanpura,Lucknow,,,0,0,0,0,0,0,0,0,0
Sunder Bagh,Lucknow,,,0,0,0,0,0,0,0,0,0
Sushant Golf City ,Lucknow,,,0,0,0,0,0,0,0,0,0
Telibagh ,Lucknow,,,0,0,0,0,0,0,0,0,0
Thakurganj ,Lucknow,,,0,0,0,0,0,0,0,0,0
The Mall Avenue ,Lucknow,,,0,0,0,0,0,0,0,0,0
Tilak Marg ,Lucknow,,,0,0,0,0,0,0,0,0,0
Triveni Nagar ,Lucknow,,,0,0,0,0,0,0,0,0,0
Uattardhona,Lucknow,,,0,0,0,0,0,0,0,0,0
Utrathia,Lucknow,,,0,0,0,0,0,0,0,0,0
vasant kunj  ,Lucknow,,,0,0,0,0,0,0,0,0,0
Vibhuti Khand ,Lucknow,,,0,0,0,0,0,0,0,0,0
Vikas Nagar ,Lucknow,,,0,0,0,0,0,0,0,0,0
Vineet Khand,Lucknow,,,0,0,0,0,0,0,0,0,0
VIP Road ,Lucknow,,,0,0,0,0,0,0,0,0,0
Vishesh Khand ,Lucknow,,,0,0,0,0,0,0,0,0,0
Vivekanand puri ,Lucknow,,,0,0,0,0,0,0,0,0,0
Vrindavan Yojana ,Lucknow,,,0,0,0,0,0,0,0,0,0
Wazirganj,Lucknow,,,0,0,0,0,0,0,0,0,0
Yahiaganj,Lucknow,,,0,0,0,0,0,0,0,0,0
Bharat Nagar ,Ludhiana,,,0,0,0,0,0,0,0,0,0
Brown Road ,Ludhiana,,,0,0,0,0,0,0,0,0,0
Chaura Bazar ,Ludhiana,,,0,0,0,0,0,0,0,0,0
Civil Lines ,Ludhiana,,,0,0,0,0,0,0,0,0,0
Dholewal Chowk ,Ludhiana,,,0,0,0,0,0,0,0,0,0
Dugri ,Ludhiana,,,0,0,0,0,0,0,0,0,0
Ferozepur Road ,Ludhiana,,,0,0,0,0,0,0,0,0,0
Field Ganj ,Ludhiana,,,0,0,0,0,0,0,0,0,0
Focal Point ,Ludhiana,,,0,0,0,0,0,0,0,0,0
Ghumar Mandi ,Ludhiana,,,0,0,0,0,0,0,0,0,0
Gill Road ,Ludhiana,,,0,0,0,0,0,0,0,0,0
GT Road ,Ludhiana,,,0,0,0,0,0,0,0,0,0
Janta Nagar Road,Ludhiana,,,0,0,0,0,0,0,0,0,0
Kitchlu Nagar ,Ludhiana,,,0,0,0,0,0,0,0,0,0
Kochar Market Chownk ,Ludhiana,,,0,0,0,0,0,0,0,0,0
Link Road ,Ludhiana,,,0,0,0,0,0,0,0,0,0
Industrial Area- A ,Ludhiana,,,0,0,0,0,0,0,0,0,0
Madhopuri ,Ludhiana,,,0,0,0,0,0,0,0,0,0
Miller Ganj ,Ludhiana,,,0,0,0,0,0,0,0,0,0
Model Town ,Ludhiana,,,0,0,0,0,0,0,0,0,0
Model Town Extension ,Ludhiana,,,0,0,0,0,0,0,0,0,0
Pakhowal Road ,Ludhiana,,,0,0,0,0,0,0,0,0,0
Sabzi Mandi Road ,Ludhiana,,,0,0,0,0,0,0,0,0,0
Sherpur Chowk ,Ludhiana,,,0,0,0,0,0,0,0,0,0
Transport Nagar ,Ludhiana,,,0,0,0,0,0,0,0,0,0
80 Feet Road  ,Madhurai,,,0,0,0,0,0,0,0,0,0
Alagappan Nagar  ,Madhurai,,,0,0,0,0,0,0,0,0,0
Alagar Kavil Road ,Madhurai,,,0,0,0,0,0,0,0,0,0
Amman Sannathi Street ,Madhurai,,,0,0,0,0,0,0,0,0,0
Anaiyur ,Madhurai,,,0,0,0,0,0,0,0,0,0
Andalpuram ,Madhurai,,,0,0,0,0,0,0,0,0,0
Anna Nagar ,Madhurai,,,0,0,0,0,0,0,0,0,0
Anuppanadi ,Madhurai,,,0,0,0,0,0,0,0,0,0
Arappalayam ,Madhurai,,,0,0,0,0,0,0,0,0,0
Arasaradi ,Madhurai,,,0,0,0,0,0,0,0,0,0
Avaniyapuram ,Madhurai,,,0,0,0,0,0,0,0,0,0
Bibikulam ,Madhurai,,,0,0,0,0,0,0,0,0,0
Bypass Road,Madhurai,,,0,0,0,0,0,0,0,0,0
Chinna Chokkikulam ,Madhurai,,,0,0,0,0,0,0,0,0,0
Chokikulam ,Madhurai,,,0,0,0,0,0,0,0,0,0
Dhanappa Mudali Street ,Madhurai,,,0,0,0,0,0,0,0,0,0
East Avani Moola Street ,Madhurai,,,0,0,0,0,0,0,0,0,0
East Marret Street ,Madhurai,,,0,0,0,0,0,0,0,0,0
East Masi Street ,Madhurai,,,0,0,0,0,0,0,0,0,0
East Veli Street ,Madhurai,,,0,0,0,0,0,0,0,0,0
Ellis Nagar ,Madhurai,,,0,0,0,0,0,0,0,0,0
Gandhi Nagar ,Madhurai,,,0,0,0,0,0,0,0,0,0
Gnanavolivupuram ,Madhurai,,,0,0,0,0,0,0,0,0,0
Goripalayam ,Madhurai,,,0,0,0,0,0,0,0,0,0
Jaihindpuram ,Madhurai,,,0,0,0,0,0,0,0,0,0
K.K. Nagar ,Madhurai,,,0,0,0,0,0,0,0,0,0
K.Pudur ,Madhurai,,,0,0,0,0,0,0,0,0,0
Kaka Thoppu Street ,Madhurai,,,0,0,0,0,0,0,0,0,0
Kalavasal ,Madhurai,,,0,0,0,0,0,0,0,0,0
Kamarajar Salai ,Madhurai,,,0,0,0,0,0,0,0,0,0
Kansamettu Street ,Madhurai,,,0,0,0,0,0,0,0,0,0
Kochadai ,Madhurai,,,0,0,0,0,0,0,0,0,0
Kodikulam ,Madhurai,,,0,0,0,0,0,0,0,0,0
Koodal Nagar ,Madhurai,,,0,0,0,0,0,0,0,0,0
Krishnapuram Colony ,Madhurai,,,0,0,0,0,0,0,0,0,0
Krishnarayar Tank Road,Madhurai,,,0,0,0,0,0,0,0,0,0
Lakshmipuram ,Madhurai,,,0,0,0,0,0,0,0,0,0
Mahaboopalayam ,Madhurai,,,0,0,0,0,0,0,0,0,0
Manjanakara Street ,Madhurai,,,0,0,0,0,0,0,0,0,0
Mattuthavani ,Madhurai,,,0,0,0,0,0,0,0,0,0
Melakkal Road ,Madhurai,,,0,0,0,0,0,0,0,0,0
Melur Road ,Madhurai,,,0,0,0,0,0,0,0,0,0
Munichalai Road,Madhurai,,,0,0,0,0,0,0,0,0,0
Naicker New Street ,Madhurai,,,0,0,0,0,0,0,0,0,0
Narayanapuram ,Madhurai,,,0,0,0,0,0,0,0,0,0
Narimedu ,Madhurai,,,0,0,0,0,0,0,0,0,0
Nethaji Road ,Madhurai,,,0,0,0,0,0,0,0,0,0
New Mahalipatti Road,Madhurai,,,0,0,0,0,0,0,0,0,0
New Natham Road ,Madhurai,,,0,0,0,0,0,0,0,0,0
North Chitrai Street ,Madhurai,,,0,0,0,0,0,0,0,0,0
North Masi Street ,Madhurai,,,0,0,0,0,0,0,0,0,0
North Veli Street ,Madhurai,,,0,0,0,0,0,0,0,0,0
Othakadai ,Madhurai,,,0,0,0,0,0,0,0,0,0
Palace Road ,Madhurai,,,0,0,0,0,0,0,0,0,0
Palanganatham ,Madhurai,,,0,0,0,0,0,0,0,0,0
Pasumalai ,Madhurai,,,0,0,0,0,0,0,0,0,0
Ponmeni ,Madhurai,,,0,0,0,0,0,0,0,0,0
PT Rajan Road,Madhurai,,,0,0,0,0,0,0,0,0,0
S S Colony,Madhurai,,,0,0,0,0,0,0,0,0,0
Sathya Sai Nagar ,Madhurai,,,0,0,0,0,0,0,0,0,0
Sellur ,Madhurai,,,0,0,0,0,0,0,0,0,0
Sellur Road ,Madhurai,,,0,0,0,0,0,0,0,0,0
Shenoy Nagar ,Madhurai,,,0,0,0,0,0,0,0,0,0
Simmakkal ,Madhurai,,,0,0,0,0,0,0,0,0,0
South Avani Moola Street ,Madhurai,,,0,0,0,0,0,0,0,0,0
South Gate ,Madhurai,,,0,0,0,0,0,0,0,0,0
South Marret Street ,Madhurai,,,0,0,0,0,0,0,0,0,0
South Masi Street ,Madhurai,,,0,0,0,0,0,0,0,0,0
South Veli Street ,Madhurai,,,0,0,0,0,0,0,0,0,0
SS Colony ,Madhurai,,,0,0,0,0,0,0,0,0,0
Subramaniapuram ,Madhurai,,,0,0,0,0,0,0,0,0,0
Surya Nagar ,Madhurai,,,0,0,0,0,0,0,0,0,0
Tallakulam ,Madhurai,,,0,0,0,0,0,0,0,0,0
Tamil Sangam Road ,Madhurai,,,0,0,0,0,0,0,0,0,0
Theni Main Road ,Madhurai,,,0,0,0,0,0,0,0,0,0
Town Hall Road ,Madhurai,,,0,0,0,0,0,0,0,0,0
TPK Road ,Madhurai,,,0,0,0,0,0,0,0,0,0
TVS Nagar ,Madhurai,,,0,0,0,0,0,0,0,0,0
Uthangudi ,Madhurai,,,0,0,0,0,0,0,0,0,0
Vakkil New Street ,Madhurai,,,0,0,0,0,0,0,0,0,0
Velmurugan Nagar ,Madhurai,,,0,0,0,0,0,0,0,0,0
Vengalakadai Street ,Madhurai,,,0,0,0,0,0,0,0,0,0
Vilangudi ,Madhurai,,,0,0,0,0,0,0,0,0,0
Villapuram ,Madhurai,,,0,0,0,0,0,0,0,0,0
Virattipathu ,Madhurai,,,0,0,0,0,0,0,0,0,0
Visalakshipuram Main Road,Madhurai,,,0,0,0,0,0,0,0,0,0
Vishwanathapuram ,Madhurai,,,0,0,0,0,0,0,0,0,0
West Avani Moola Street ,Madhurai,,,0,0,0,0,0,0,0,0,0
West Masi Street ,Madhurai,,,0,0,0,0,0,0,0,0,0
West Perumal Maistry Street ,Madhurai,,,0,0,0,0,0,0,0,0,0
West Tower Street ,Madhurai,,,0,0,0,0,0,0,0,0,0
West Vadampokki Street,Madhurai,,,0,0,0,0,0,0,0,0,0
West Veli Street ,Madhurai,,,0,0,0,0,0,0,0,0,0
Agripada,Mumbai,,,0,0,0,0,0,0,0,0,0
Air india staff colony,Mumbai,,,0,0,0,0,0,0,0,0,0
Airoli,Mumbai,,,0,0,0,0,0,0,0,0,0
Airoli sector 4,Mumbai,,,0,0,0,0,0,0,0,0,0
Airoli sector 8,Mumbai,,,0,0,0,0,0,0,0,0,0
Ambarnath,Mumbai,,,0,0,0,0,0,0,0,0,0
Ambarnath east,Mumbai,,,0,0,0,0,0,0,0,0,0
Ambernath west,Mumbai,,,0,0,0,0,0,0,0,0,0
Ambewadi,Mumbai,,,0,0,0,0,0,0,0,0,0
Amboli,Mumbai,,,0,0,0,0,0,0,0,0,0
Andheri,Mumbai,,,0,0,0,0,0,0,0,0,0
Antop hill,Mumbai,,,0,0,0,0,0,0,0,0,0
Apollo bunder,Mumbai,,,0,0,0,0,0,0,0,0,0
August kranti maidan,Mumbai,,,0,0,0,0,0,0,0,0,0
Azad nagar,Mumbai,,,0,0,0,0,0,0,0,0,0
Badlapur,Mumbai,,,0,0,0,0,0,0,0,0,0
Ballard estate,Mumbai,,,0,0,0,0,0,0,0,0,0
Bandra,Mumbai,,,0,0,0,0,0,0,0,0,0
Bandra east,Mumbai,,,0,0,0,0,0,0,0,0,0
Bandra west,Mumbai,,,0,0,0,0,0,0,0,0,0
Belapur,Mumbai,,,0,0,0,0,0,0,0,0,0
Bhandup,Mumbai,,,0,0,0,0,0,0,0,0,0
Bhandup east,Mumbai,,,0,0,0,0,0,0,0,0,0
Bhandup west,Mumbai,,,0,0,0,0,0,0,0,0,0
Bharat nagar,Mumbai,,,0,0,0,0,0,0,0,0,0
Bhayandar,Mumbai,,,0,0,0,0,0,0,0,0,0
Bhayandar east,Mumbai,,,0,0,0,0,0,0,0,0,0
Bhayandar west,Mumbai,,,0,0,0,0,0,0,0,0,0
Bhayander,Mumbai,,,0,0,0,0,0,0,0,0,0
Bhiwandi,Mumbai,,,0,0,0,0,0,0,0,0,0
Bhoiwada,Mumbai,,,0,0,0,0,0,0,0,0,0
Boisar,Mumbai,,,0,0,0,0,0,0,0,0,0
Boisar west,Mumbai,,,0,0,0,0,0,0,0,0,0
Borivali,Mumbai,,,0,0,0,0,0,0,0,0,0
Breach candy,Mumbai,,,0,0,0,0,0,0,0,0,0
Byculla,Mumbai,,,0,0,0,0,0,0,0,0,0
Byculla east,Mumbai,,,0,0,0,0,0,0,0,0,0
Byculla west,Mumbai,,,0,0,0,0,0,0,0,0,0
Cbd belapur sector 11,Mumbai,,,0,0,0,0,0,0,0,0,0
Chandivali,Mumbai,,,0,0,0,0,0,0,0,0,0
Chembur,Mumbai,,,0,0,0,0,0,0,0,0,0
Chembur east,Mumbai,,,0,0,0,0,0,0,0,0,0
Chembur west,Mumbai,,,0,0,0,0,0,0,0,0,0
Chinchpokli,Mumbai,,,0,0,0,0,0,0,0,0,0
Chinchpokli east,Mumbai,,,0,0,0,0,0,0,0,0,0
Chinchpokli west,Mumbai,,,0,0,0,0,0,0,0,0,0
Chira bazaar,Mumbai,,,0,0,0,0,0,0,0,0,0
Chowpatti,Mumbai,,,0,0,0,0,0,0,0,0,0
Churchgate,Mumbai,,,0,0,0,0,0,0,0,0,0
Cuffe parade,Mumbai,,,0,0,0,0,0,0,0,0,0
Cumbala hill,Mumbai,,,0,0,0,0,0,0,0,0,0
Dadar,Mumbai,,,0,0,0,0,0,0,0,0,0
Dadar east,Mumbai,,,0,0,0,0,0,0,0,0,0
Dadar t t,Mumbai,,,0,0,0,0,0,0,0,0,0
Borivali East,Mumbai,,,0,0,0,0,0,0,0,0,0
Dadar west,Mumbai,,,0,0,0,0,0,0,0,0,0
Dahisar east,Mumbai,,,0,0,0,0,0,0,0,0,0
Dahisar west,Mumbai,,,0,0,0,0,0,0,0,0,0
Dana bunder,Mumbai,,,0,0,0,0,0,0,0,0,0
Danda,Mumbai,,,0,0,0,0,0,0,0,0,0
Deonar,Mumbai,,,0,0,0,0,0,0,0,0,0
Deonar east,Mumbai,,,0,0,0,0,0,0,0,0,0
Dharavi,Mumbai,,,0,0,0,0,0,0,0,0,0
Dhobhi talao,Mumbai,,,0,0,0,0,0,0,0,0,0
Dhobi talao,Mumbai,,,0,0,0,0,0,0,0,0,0
Dombivali,Mumbai,,,0,0,0,0,0,0,0,0,0
Dombivali east,Mumbai,,,0,0,0,0,0,0,0,0,0
Dombivali west,Mumbai,,,0,0,0,0,0,0,0,0,0
Fort,Mumbai,,,0,0,0,0,0,0,0,0,0
Gamdevi,Mumbai,,,0,0,0,0,0,0,0,0,0
Ghansoli,Mumbai,,,0,0,0,0,0,0,0,0,0
Ghatkopar,Mumbai,,,0,0,0,0,0,0,0,0,0
Ghatkopar east,Mumbai,,,0,0,0,0,0,0,0,0,0
Ghatkopar west,Mumbai,,,0,0,0,0,0,0,0,0,0
Girgaon,Mumbai,,,0,0,0,0,0,0,0,0,0
Girgaon chowpatty,Mumbai,,,0,0,0,0,0,0,0,0,0
Goregaon east,Mumbai,,,0,0,0,0,0,0,0,0,0
Goregaon east,Mumbai,,,0,0,0,0,0,0,0,0,0
Goregaon west,Mumbai,,,0,0,0,0,0,0,0,0,0
Goregaon west,Mumbai,,,0,0,0,0,0,0,0,0,0
Goregoan,Mumbai,,,0,0,0,0,0,0,0,0,0
Govandi,Mumbai,,,0,0,0,0,0,0,0,0,0
Govandi east,Mumbai,,,0,0,0,0,0,0,0,0,0
Govandi west,Mumbai,,,0,0,0,0,0,0,0,0,0
Government colony,Mumbai,,,0,0,0,0,0,0,0,0,0
Gowalia tank,Mumbai,,,0,0,0,0,0,0,0,0,0
Grant road,Mumbai,,,0,0,0,0,0,0,0,0,0
Grant road east,Mumbai,,,0,0,0,0,0,0,0,0,0
Grant road west,Mumbai,,,0,0,0,0,0,0,0,0,0
Green park extension,Mumbai,,,0,0,0,0,0,0,0,0,0
Irla,Mumbai,,,0,0,0,0,0,0,0,0,0
J b nagar,Mumbai,,,0,0,0,0,0,0,0,0,0
Jacob circle,Mumbai,,,0,0,0,0,0,0,0,0,0
Jogeshwari,Mumbai,,,0,0,0,0,0,0,0,0,0
Jogeshwari east,Mumbai,,,0,0,0,0,0,0,0,0,0
Jogeshwari west,Mumbai,,,0,0,0,0,0,0,0,0,0
Juhu,Mumbai,,,0,0,0,0,0,0,0,0,0
Juhu scheme,Mumbai,,,0,0,0,0,0,0,0,0,0
Kala ghoda,Mumbai,,,0,0,0,0,0,0,0,0,0
Kalamboli,Mumbai,,,0,0,0,0,0,0,0,0,0
Kalbadevi,Mumbai,,,0,0,0,0,0,0,0,0,0
Kalwa,Mumbai,,,0,0,0,0,0,0,0,0,0
Kalwa west,Mumbai,,,0,0,0,0,0,0,0,0,0
Kalyan,Mumbai,,,0,0,0,0,0,0,0,0,0
Kalyan east,Mumbai,,,0,0,0,0,0,0,0,0,0
Kalyan west,Mumbai,,,0,0,0,0,0,0,0,0,0
Kamothe,Mumbai,,,0,0,0,0,0,0,0,0,0
Kandivali,Mumbai,,,0,0,0,0,0,0,0,0,0
Kandivali east,Mumbai,,,0,0,0,0,0,0,0,0,0
Colaba,Mumbai,,,0,0,0,0,0,0,0,0,0
Kandivali west,Mumbai,,,0,0,0,0,0,0,0,0,0
Kanjur marg east,Mumbai,,,0,0,0,0,0,0,0,0,0
Kanjur marg west,Mumbai,,,0,0,0,0,0,0,0,0,0
Kanjurmarg,Mumbai,,,0,0,0,0,0,0,0,0,0
Kanjurmarg east,Mumbai,,,0,0,0,0,0,0,0,0,0
Kanjurmarg west,Mumbai,,,0,0,0,0,0,0,0,0,0
Kemps corner,Mumbai,,,0,0,0,0,0,0,0,0,0
Ketkipada,Mumbai,,,0,0,0,0,0,0,0,0,0
Khar,Mumbai,,,0,0,0,0,0,0,0,0,0
Khar danda,Mumbai,,,0,0,0,0,0,0,0,0,0
Khar east,Mumbai,,,0,0,0,0,0,0,0,0,0
Khar west,Mumbai,,,0,0,0,0,0,0,0,0,0
Kharghar,Mumbai,,,0,0,0,0,0,0,0,0,0
Kharghar sector 12,Mumbai,,,0,0,0,0,0,0,0,0,0
Kharghar sector 2,Mumbai,,,0,0,0,0,0,0,0,0,0
Kharghar sector 7,Mumbai,,,0,0,0,0,0,0,0,0,0
Khetwadi,Mumbai,,,0,0,0,0,0,0,0,0,0
Khopoli,Mumbai,,,0,0,0,0,0,0,0,0,0
Kidwai nagar,Mumbai,,,0,0,0,0,0,0,0,0,0
Kopar khairane,Mumbai,,,0,0,0,0,0,0,0,0,0
Kurla east,Mumbai,,,0,0,0,0,0,0,0,0,0
Kurla west,Mumbai,,,0,0,0,0,0,0,0,0,0
Lal baug,Mumbai,,,0,0,0,0,0,0,0,0,0
Lohar chawl,Mumbai,,,0,0,0,0,0,0,0,0,0
Lokhandwala,Mumbai,,,0,0,0,0,0,0,0,0,0
Lower parel east,Mumbai,,,0,0,0,0,0,0,0,0,0
Lower parel west,Mumbai,,,0,0,0,0,0,0,0,0,0
Mahalaxmi,Mumbai,,,0,0,0,0,0,0,0,0,0
Mahape,Mumbai,,,0,0,0,0,0,0,0,0,0
Mahim,Mumbai,,,0,0,0,0,0,0,0,0,0
Mahim east,Mumbai,,,0,0,0,0,0,0,0,0,0
Mahim west,Mumbai,,,0,0,0,0,0,0,0,0,0
Malabar hill,Mumbai,,,0,0,0,0,0,0,0,0,0
Malad,Mumbai,,,0,0,0,0,0,0,0,0,0
Malad west,Mumbai,,,0,0,0,0,0,0,0,0,0
Marine lines,Mumbai,,,0,0,0,0,0,0,0,0,0
Mazagaon,Mumbai,,,0,0,0,0,0,0,0,0,0
Naigaon,Mumbai,,,0,0,0,0,0,0,0,0,0
Navi mumbai,Mumbai,,,0,0,0,0,0,0,0,0,0
Oshiwara,Mumbai,,,0,0,0,0,0,0,0,0,0
Panvel,Mumbai,,,0,0,0,0,0,0,0,0,0
Parel,Mumbai,,,0,0,0,0,0,0,0,0,0
Prabhadevi,Mumbai,,,0,0,0,0,0,0,0,0,0
Santacruz,Mumbai,,,0,0,0,0,0,0,0,0,0
Seepz,Mumbai,,,0,0,0,0,0,0,0,0,0
Tardeo,Mumbai,,,0,0,0,0,0,0,0,0,0
Thakurdwar,Mumbai,,,0,0,0,0,0,0,0,0,0
Vakola,Mumbai,,,0,0,0,0,0,0,0,0,0
Vesava,Mumbai,,,0,0,0,0,0,0,0,0,0
Vile parle,Mumbai,,,0,0,0,0,0,0,0,0,0
Wadala,Mumbai,,,0,0,0,0,0,0,0,0,0
Worli,Mumbai,,,0,0,0,0,0,0,0,0,0
Borivali West,Mumbai,,,0,0,0,0,0,0,0,0,0
Andheri East,Mumbai,,,0,0,0,0,0,0,0,0,0
Andheri West,Mumbai,,,0,0,0,0,0,0,0,0,0
Adgaon ,Nashik,,,0,0,0,0,0,0,0,0,0
Anusuya Nagar ,Nashik,,,0,0,0,0,0,0,0,0,0
Ashok Sthamb ,Nashik,,,0,0,0,0,0,0,0,0,0
Bytco Point ,Nashik,,,0,0,0,0,0,0,0,0,0
Canada Corner ,Nashik,,,0,0,0,0,0,0,0,0,0
College Road ,Nashik,,,0,0,0,0,0,0,0,0,0
Dwarka ,Nashik,,,0,0,0,0,0,0,0,0,0
Fulenagar ,Nashik,,,0,0,0,0,0,0,0,0,0
Gangapur Road ,Nashik,,,0,0,0,0,0,0,0,0,0
Gole Colony ,Nashik,,,0,0,0,0,0,0,0,0,0
Govind Nagar ,Nashik,,,0,0,0,0,0,0,0,0,0
Indira Nagar ,Nashik,,,0,0,0,0,0,0,0,0,0
Jail Road ,Nashik,,,0,0,0,0,0,0,0,0,0
Mahatma Nagar ,Nashik,,,0,0,0,0,0,0,0,0,0
MG Road ,Nashik,,,0,0,0,0,0,0,0,0,0
Mumbai Agra Road ,Nashik,,,0,0,0,0,0,0,0,0,0
Mumbai Naka ,Nashik,,,0,0,0,0,0,0,0,0,0
Nashik Main Road ,Nashik,,,0,0,0,0,0,0,0,0,0
Nashik Road ,Nashik,,,0,0,0,0,0,0,0,0,0
Old Agra Road ,Nashik,,,0,0,0,0,0,0,0,0,0
Panchvati ,Nashik,,,0,0,0,0,0,0,0,0,0
Nashik � Pune Road ,Nashik,,,0,0,0,0,0,0,0,0,0
Raviwar Peth ,Nashik,,,0,0,0,0,0,0,0,0,0
Saibaba Nagar ,Nashik,,,0,0,0,0,0,0,0,0,0
CDO-MERI Colony ,Nashik,,,0,0,0,0,0,0,0,0,0
Sane Guruji Nagar ,Nashik,,,0,0,0,0,0,0,0,0,0
Satpur ,Nashik,,,0,0,0,0,0,0,0,0,0
Shalimar ,Nashik,,,0,0,0,0,0,0,0,0,0
Sharanpur ,Nashik,,,0,0,0,0,0,0,0,0,0
Sharanpur Road ,Nashik,,,0,0,0,0,0,0,0,0,0
Shivaji Nagar ,Nashik,,,0,0,0,0,0,0,0,0,0
Shivaji Road ,Nashik,,,0,0,0,0,0,0,0,0,0
Sawarkar Nagar ,Nashik,,,0,0,0,0,0,0,0,0,0
Shramik Nagar ,Nashik,,,0,0,0,0,0,0,0,0,0
Tidke Nagar,Nashik,,,0,0,0,0,0,0,0,0,0
Tilak Road ,Nashik,,,0,0,0,0,0,0,0,0,0
Pathardi Gaon ,Nashik,,,0,0,0,0,0,0,0,0,0
Parab Nagar,Nashik,,,0,0,0,0,0,0,0,0,0
Trimbak Road ,Nashik,,,0,0,0,0,0,0,0,0,0
Trimurti Chowk ,Nashik,,,0,0,0,0,0,0,0,0,0
Vakil Wadi ,Nashik,,,0,0,0,0,0,0,0,0,0
Vrindavan Colony ,Nashik,,,0,0,0,0,0,0,0,0,0
Koknipura ,Nashik,,,0,0,0,0,0,0,0,0,0
Anandpur,Patna,,,0,0,0,0,0,0,0,0,0
Ashiana Nagar,Patna,,,0,0,0,0,0,0,0,0,0
Bairiya ,Patna,,,0,0,0,0,0,0,0,0,0
Bankipur ,Patna,,,0,0,0,0,0,0,0,0,0
Anisabad,Patna,,,0,0,0,0,0,0,0,0,0
Beur,Patna,,,0,0,0,0,0,0,0,0,0
Bari Pahari ,Patna,,,0,0,0,0,0,0,0,0,0
Bihar School Examination Board,Patna,,,0,0,0,0,0,0,0,0,0
Begampur,Patna,,,0,0,0,0,0,0,0,0,0
Buddha Colony,Patna,,,0,0,0,0,0,0,0,0,0
Digha,Patna,,,0,0,0,0,0,0,0,0,0
Controller Of Defence Accounts,Patna,,,0,0,0,0,0,0,0,0,0
Digha Ghat ,Patna,,,0,0,0,0,0,0,0,0,0
Fraser Road,Patna,,,0,0,0,0,0,0,0,0,0
Gardanibagh,Patna,,,0,0,0,0,0,0,0,0,0
Gandhi Maidan,Patna,,,0,0,0,0,0,0,0,0,0
Gulzarbagh Field ,Patna,,,0,0,0,0,0,0,0,0,0
Keshri Nagar ,Patna,,,0,0,0,0,0,0,0,0,0
Khajpura ,Patna,,,0,0,0,0,0,0,0,0,0
Kalianpur,Patna,,,0,0,0,0,0,0,0,0,0
Kankarbagh,Patna,,,0,0,0,0,0,0,0,0,0
Kadam Kuan,Patna,,,0,0,0,0,0,0,0,0,0
Kidwaipuri ,Patna,,,0,0,0,0,0,0,0,0,0
