date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-07-23 21:34:34,ANI,ANI,21,413,1708,"If we bend the knee now, our children’s children may be at the mercy of Chinese Communist Party (CCP), whose actions are the primary challenge today in the free world: Mike Pompeo, US Secretary of Statehttps://twitter.com/ANI/status/1286414157542113280 …",,,,1286414426195648513,https://twitter.com/ANI/status/1286414426195648513
2020-07-23 07:43:56,ANI,,87,656,3557,"Bollywood had connections with mafia operating with Pakistan, their funding also used to come from there. It looks like these connections still exist. Friends of many celebs have pictures with Pak Generals & ISI. They should renounce such links: BJP National VP Baijayant Pandapic.twitter.com/zEKfpaMrkZ",,,,1286205390951051264,https://twitter.com/ANI/status/1286205390951051264
2020-07-22 14:03:31,ANI,,12,300,2687,"India has provided pharmaceuticals for over 100 countries around the world. We have had tremendous cooperation with India, and post the visit of the President we've seen several conversations between President Trump and PM Modi: Ken Juster, US Envoy to India at India Ideas Summitpic.twitter.com/3E9s6oFwJh",,,,1285938528170291201,https://twitter.com/ANI/status/1285938528170291201
2020-07-22 04:50:03,ANI,,23,447,4773,"Congratulations to our nuclear scientists for achieving criticality of Kakrapar Atomic Power Plant-3. This indigenously designed 700 MWe KAPP-3 reactor is a shining example of 'Make in India'. And a trailblazer for many such future achievements: Prime Minister Narendra Modipic.twitter.com/kxf1OVjM4k",,,,1285799246294249472,https://twitter.com/ANI/status/1285799246294249472
2020-07-21 12:03:22,ANI,,105,413,3199,"There'll be no lockdown from tomorrow, people need to get back to work, economy is also very important. We have to fight #COVID19 while maintaining stable economy. Lockdown is not the solution, now restrictions will be placed only in containment zones: Karnataka CM BS Yediyurappapic.twitter.com/AI9SBLaA2Q",,,#COVID19,1285545904435367937,https://twitter.com/ANI/status/1285545904435367937
2020-07-21 06:25:05,ANI,,297,141,1418,"Rahul Gandhi is tweeting daily. I think Congress will be reduced to a party that only tweets. One after the other, states are proof that Congress isn't working. A dejected party is attempting to attack Centre in every manner, but they'll not succeed: Union Min Prakash Javadekarpic.twitter.com/nRmrNNcxDC",,,,1285460771795726336,https://twitter.com/ANI/status/1285460771795726336
2020-07-21 05:00:00,ANI,,11,118,1938,"BJP MP Shiv Pratap Shukla has been appointed as the chief whip of the party in Rajya Sabha.",,,,1285439361475964928,https://twitter.com/ANI/status/1285439361475964928
2020-07-20 13:42:59,ANI,,56,890,3833,"Results of phase 1/2 Oxford Covid-19 Vaccine trial published. Editor in Chief of UK based medical Journal ‘The Lancet’ says it is “safe, well-tolerated and immunogenic.”pic.twitter.com/8SyI97Dqgb",,,,1285208584863670272,https://twitter.com/ANI/status/1285208584863670272
2020-07-20 09:06:20,ANI,,226,469,3606,"He (Sachin Pilot) was conspiring from past 6 months with BJP's support. Nobody believed me when I used to say that conspiracy is going on to topple govt. Nobody knew that a person with such innocent face will do such thing. I'm not here to sell vegetables, I am CM: Rajasthan CMpic.twitter.com/Kk4TLJZ0v0",,,,1285138962349035520,https://twitter.com/ANI/status/1285138962349035520
2020-07-19 07:20:55,ANI,,153,1003,3694,"#WATCH Delhi: A house collapsed in the slum area of Anna Nagar near ITO today following heavy rainfall. No one was present in the house at the time of the incident. Centralised Accident and Trauma Services (CATS) and fire engines are present at the spot.pic.twitter.com/IwS5X08nps",,,#WATCH,1284750049293955073,https://twitter.com/ANI/status/1284750049293955073
2020-07-19 03:05:56,ANI,,155,500,1824,"#WATCH Delhi: Fire Department personnel rescue people on-board a bus that was stuck in a waterlogged road under Minto Bridge following heavy rainfall in the national capital this morning.pic.twitter.com/wBCjSRtvqw",,,#WATCH,1284685880175685636,https://twitter.com/ANI/status/1284685880175685636
2020-07-18 17:28:44,ANI,,500,399,4101,"Rajasthan: Congress MLAs supporting Chief Minister Ashok Gehlot watch actor Aamir Khan-starrer ‘Lagaan’ at Hotel Fairmont Jaipur.pic.twitter.com/EuySe0dWHj",,,,1284540619860279296,https://twitter.com/ANI/status/1284540619860279296
2020-07-18 07:18:46,ANI,,187,439,3183,"Maharashtra Minister Aaditya Thackeray files a petition before Supreme Court challenging the decision of University Grants Commission (UGC) to conduct final year examinations. Court has not yet admitted the petition for hearing. (file pic)pic.twitter.com/DBv2gI20j2",,,,1284387117557092359,https://twitter.com/ANI/status/1284387117557092359
2020-07-17 13:45:24,ANI,,637,961,5476,"#WATCH Andhra Pradesh: Police destroys liquor bottles worth Rs 72 lakh using a road roller at Police Parade Ground in Machilipatnam of Krishna district.pic.twitter.com/0geaKPKJbK",,,#WATCH,1284122031210946560,https://twitter.com/ANI/status/1284122031210946560
