,spellings,region
16940,Dehradun,Dehradun
16941,NRM,Narmada
16942,Narmada,Narmada
16943,FRB,Faridabad
16944,Faridabad,Faridabad
16945,Kosambi,Kosambi
16946,Kosambi,Kosambi
16947,3558,Kulgam
16948,Rudra,Rudra Prayag
16949,Prayag,Rudra Prayag
16950,NMC,Neemuch
16951,Neemuch,Neemuch
16952,Neemuch,Neemuch
16953,SON,Sonitpur
16954,Sonitpur,Sonitpur
16955,HRD,Haridwar
16956,Hardwar,Haridwar
16957,Haridwar,Haridwar
16958,BRH,Burhanpur
16959,Barhanpur,Burhanpur
16960,Buranpur,Burhanpur
16961,Burhanpur,Burhanpur
16962,Burkhanpur,Burhanpur
16963,barhanapura,Burhanpur
16964,brhan,Burhanpur
16965,bwr,Burhanpur
16966,brhanpwr,Burhanpur
16967,bu,Burhanpur
16968,er,Burhanpur
16969,han,Burhanpur
16970,pu,Burhanpur
16971,er,Burhanpur
16972,bur'hanpu,Burhanpur
16973,Harda,Harda
16974,Distretto,Serchhip district
16975,di,Serchhip district
16976,Serchhip,Serchhip district
16977,District,Serchhip district
16978,de,Serchhip district
16979,Serchhip,Serchhip district
16980,Distrito,Serchhip district
16981,de,Serchhip district
16982,Serchhip,Serchhip district
16983,SER,Serchhip district
16984,Serchhip,Serchhip district
16985,Serchhip,Serchhip district
16986,district,Serchhip district
16987,Serch,Serchhip district
16988,BSH,Bishnupur
16989,Bishnupur,Bishnupur
16990,Tamenglong,Tamenglong
16991,SNT,Senapati
16992,Senapati,Senapati
16993,THB,Thoubal
16994,Thoubal,Thoubal
16995,UKH,Ukhrul
16996,Ukhrul,Ukhrul
16997,Ukhrul,Ukhrul
16998,District,Ukhrul
16999,ANR,Ashoknagar
17000,Ashok,Ashoknagar
17001,Nagar,Ashoknagar
17002,Ashoknagar,Ashoknagar
17003,asokanagara,Ashoknagar
17004,jila,Ashoknagar
17005,ashokngr,Ashoknagar
17006,jilaa,Ashoknagar
17007,KMR,Kaimur (Bhabua)
17008,Kaimur,Kaimur (Bhabua)
17009,(Bhabua),Kaimur (Bhabua)
17010,kaimura,Kaimur (Bhabua)
17011,(,Kaimur (Bhabua)
17012,bhabhu'a,Kaimur (Bhabua)
17013,),Kaimur (Bhabua)
17014,kaimuur,Kaimur (Bhabua)
17015,(,Kaimur (Bhabua)
17016,bhbhuaa,Kaimur (Bhabua)
17017,),Kaimur (Bhabua)
17018,Jamui,Jamui
17019,Banka,Banka
17020,MGN,Marigaon
17021,Marigaon,Marigaon
17022,Morigaon,Marigaon
17023,CRG,Chirang
17024,Chirang,Chirang
17025,UDA,Udalguri
17026,Udalguri,Udalguri
17027,odalagurai,Udalguri
17028,jila,Udalguri
17029,odaalgur'i,Udalguri
17030,jilaa,Udalguri
17031,VSKValasai,V.S.K.Valasai (Dindigul-Dist.)
17032,VSKValasai,V.S.K.Valasai (Dindigul-Dist.)
17033,(Dindigul-Dist),V.S.K.Valasai (Dindigul-Dist.)
17034,VSKValasai,V.S.K.Valasai (Dindigul-Dist.)
17035,BDH,Boudh
17036,Bauda,Boudh
17037,District,Boudh
17038,Baudh,Boudh
17039,Boudh,Boudh
17040,Boudh,Boudh
17041,District,Boudh
17042,BAK,Baksa
17043,Baksa,Baksa
17044,Gangadharpur,Gangadharpur
17045,gangadharapura,Gangadharpur
17046,gnggaadhrpur,Gangadharpur
17047,WGH,West Garo Hills
17048,West,West Garo Hills
17049,Garo,West Garo Hills
17050,Hills,West Garo Hills
17051,West,West Garo Hills
17052,Garo,West Garo Hills
17053,Hills,West Garo Hills
17054,District,West Garo Hills
17055,Kuruksetra,Kurukshetra
17056,Kurukshetra,Kurukshetra
17057,Kurukszetra,Kurukshetra
17058,Kuruksetra,Kurukshetra
17059,Kurusetra,Kurukshetra
17060,kuruccettiram,Kurukshetra
17061,kurukasetara,Kurukshetra
17062,kuruksetra,Kurukshetra
17063,kuruks,Kurukshetra
17064,NYG,Nayagarh
17065,Nayagarh,Nayagarh
17066,Nayagarh,Nayagarh
17067,Amarnath,Amarnath
17068,Amarnath,Amarnath
17069,Peak,Amarnath
17070,Amarnath,Amarnath
17071,Gil,Gil Sar
17072,Sar,Gil Sar
17073,Ganga,Ganga Sagar
17074,Sagar,Ganga Sagar
17075,Ganga,Ganga Sagar
17076,Sagar,Ganga Sagar
17077,Sidhu,Sidhu Hari Singh
17078,Hari,Sidhu Hari Singh
17079,Singh,Sidhu Hari Singh
17080,Bhandal,Bhandal Sahib Rai
17081,Sahib,Bhandal Sahib Rai
17082,Rai,Bhandal Sahib Rai
17083,Bhandal,Bhandal Sahib Rai
17084,Sahib,Bhandal Sahib Rai
17085,Rai,Bhandal Sahib Rai
17086,Brammah,Brammah
17087,Kailash,Kailash
17088,Kailash,Kailash
17089,Kinnaur,Kailash
17090,Kailash,Kailash
17091,Kinnaur,Kailash
17092,Kailasha,Kailash
17093,Kinner,Kailash
17094,Kailash,Kailash
17095,Gauri,Gauri Parbat
17096,Parbat,Gauri Parbat
17097,Nanda,Nanda Ghungti
17098,Ghungti,Nanda Ghungti
17099,Dunagiri,Purvi Dunagiri
17100,Purvi,Purvi Dunagiri
17101,Dunagiri,Purvi Dunagiri
17102,Purvi,Purvi Dunagiri
17103,Dunagiri,Purvi Dunagiri
17104,Buddha,Buddha Jayanti Park
17105,Jayanti,Buddha Jayanti Park
17106,Park,Buddha Jayanti Park
17107,Mangattidam,Mangattidam
17108,Kandamkunnu,Kandamkunnu
17109,Muzhakkunnu,Muzhakkunnu
17110,Aralam,Aralam
17111,Kallayi,Kallayi
17112,Eramala,Eramala
17113,Eramala,Eramala
17114,Azhiyur,Azhiyur
17115,Azhiyur,Azhiyur
17116,Kayakkodi,Kayakkodi
17117,Chemancheri,Chemancheri
17118,Chemancheri,Chemancheri
17119,Arikkulam,Arikkulam
17120,Varanga,Varanga
17121,Hosabettu,Hosabettu
17122,Kokradi,Kokradi
17123,Kokradi,Kokradi
17124,Perambra,Perambra
17125,Perambra,Perambra
17126,Kayanna,Kayanna
17127,Vellamunda,Vellamunda
17128,Ulliyeri,Ulliyeri
17129,Makkada,Makkada
17130,Kinalur,Kinalur
17131,Kinalur,Kinalur
17132,Unnikulam,Unnikulam
17133,Ponmundam,Ponmundam
17134,Ozhur,Ozhur
17135,Tavanur,Tavanur
17136,Edappal,Edappal
17137,Edappal,Edappal
17138,Maldare,Maldare
17139,Rajiv,Nagarhole National Park
17140,Gandhi,Nagarhole National Park
17141,National,Nagarhole National Park
17142,Park,Nagarhole National Park
17143,Patna,Patna City
17144,City,Patna City
17145,Nankar,Nankar
17146,Nankar,Nankar
17147,Chaurbar,Chaurbar
17148,Kharkatwa,Kharkatwa
17149,Katgharwa,Katgharwa
17150,Kanhangad,Kanhangad
17151,Kanhangad,Kanhangad
17152,Bandadka,Bandadka
17153,Padne,Padne
17154,Payyannur,Payyannur
17155,Payyannur,Payyannur
17156,Eramam,Eramam
17157,Kanayi,Kanayi
17158,Kanayi,Kanayi
17159,Mathamangalam,Mathamangalam
17160,Mathamangalam,Mathamangalam
17161,Pattuvam,Pattuvam
17162,Vellavu,Vellavu
17163,Vellavu,Vellavu
17164,Muyyam,Muyyam
17165,Kayaralam,Kayaralam
17166,Koyyam,Koyyam
17167,Chuzhali,Chuzhali
17168,Hauz,Kankaria Lake
17169,e,Kankaria Lake
17170,Qutub,Kankaria Lake
17171,Palakkuzhi,Palakkuzhi
17172,Palakkuzhi,Palakkuzhi
17173,Enadimangalam,Enadimangalam
17174,Sasthankotta,Sasthamcotta Lake
17175,Lake,Sasthamcotta Lake
17176,Mararikulam,Mararikulam North
17177,North,Mararikulam North
17178,Mararikulam,Mararikulam North
17179,North,Mararikulam North
17180,Paravur,Paravur
17181,Jawaharlal,Jawaharlal Nehru
17182,Nehru,Jawaharlal Nehru
17183,Port,Jawaharlal Nehru
17184,Nhava,Jawaharlal Nehru
17185,Sheva,Jawaharlal Nehru
17186,Nagarukhra,Nagarukhra
17187,Ukrah,Nagarukhra
17188,Lower,Lower Siang
17189,Siang,Lower Siang
17190,Lower,Lower Siang
17191,Siang,Lower Siang
17192,district,Lower Siang
17193,Biswanath,Biswanath
17194,Namsai,Namsai
17195,Kra,Kra Daadi
17196,Daadi,Kra Daadi
17197,Siang,Siang
17198,Charaideo,Charaideo
17199,Hojai,Hojai
17200,West,West Karbi Anglong
17201,Karbi,West Karbi Anglong
17202,Anglong,West Karbi Anglong
17203,South,South Salmara Mancachar
17204,Salmara,South Salmara Mancachar
17205,Mancachar,South Salmara Mancachar
17206,SRJ,Surajpur
17207,Surajpur,Surajpur
17208,surajapura,Surajpur
17209,suurjpur,Surajpur
17210,BLB,Baloda Bazar
17211,Baloda,Baloda Bazar
17212,Bazar,Baloda Bazar
17213,baloda,Baloda Bazar
17214,bazara,Baloda Bazar
17215,blodaa,Baloda Bazar
17216,baazaar,Baloda Bazar
17217,BLD,Balod
17218,Balod,Balod
17219,baloda,Balod
17220,baalod,Balod
17221,KON,Kondagaon
17222,Kondagaon,Kondagaon
17223,kondaganva,Kondagaon
17224,koNddaagaaNv,Kondagaon
17225,BEM,Bemetara
17226,Bemetara,Bemetara
17227,bemetara,Bemetara
17228,bemetraa,Bemetara
17229,MUN,Mungeli
17230,Mungeli,Mungeli
17231,mungeli,Mungeli
17232,muNgelii,Mungeli
17233,South,South East
17234,East,South East
17235,Shahdara,Shahdara
17236,Devbhumi,Devbhumi Dwarka
17237,Dwarka,Devbhumi Dwarka
17238,MSG,Mahisagar
17239,Mahisagar,Mahisagar
17240,mahisagara,Mahisagar
17241,mhisaagr,Mahisagar
17242,Arvalli,Arvalli
17243,Morbi,Morbi
17244,Gir,Gir Somnath
17245,Somnath,Gir Somnath
17246,Botad,Botad
17247,CUP,Chhotaudepur
17248,Chhotaudepur,Chhotaudepur
17249,Charki,Charki Dadri
17250,Dadri,Charki Dadri
17251,AGM,Agar Malwa
17252,Agar,Agar Malwa
17253,Malwa,Agar Malwa
17254,PLG,Palghar
17255,Palghar,Palghar
17256,palaghara,Palghar
17257,paalghr,Palghar
17258,EJH,East Jaintia Hills
17259,East,East Jaintia Hills
17260,Jaintia,East Jaintia Hills
17261,Hills,East Jaintia Hills
17262,NGH,North Garo Hills
17263,North,North Garo Hills
17264,Garo,North Garo Hills
17265,Hills,North Garo Hills
17266,SWK,South West Khasi Hills
17267,South,South West Khasi Hills
17268,West,South West Khasi Hills
17269,Khasi,South West Khasi Hills
17270,Hills,South West Khasi Hills
17271,SWG,South West Garo Hills
17272,South,South West Garo Hills
17273,West,South West Garo Hills
17274,Garo,South West Garo Hills
17275,Hills,South West Garo Hills
17276,Suryapet,Suryapet
17277,suryapeta,Suryapet
17278,suuryaapeett,Suryapet
17279,Vikarabad,Vikarabad
17280,vikarabad,Vikarabad
17281,vikaaraabaad,Vikarabad
17282,Siddipet,Siddipet
17283,siddipeta,Siddipet
17284,siddipeett,Siddipet
17285,Rajanna,Rajanna Sircilla
17286,Sircilla,Rajanna Sircilla
17287,rajanna,Rajanna Sircilla
17288,sirisilla,Rajanna Sircilla
17289,raajnn,Rajanna Sircilla
17290,sirisill,Rajanna Sircilla
17291,Peddapalli,Peddapalli
17292,peddapalli,Peddapalli
17293,peddplli,Peddapalli
17294,Medchal,Medchal Malkajgiri
17295,Malkajgiri,Medchal Malkajgiri
17296,medcal,Medchal Malkajgiri
17297,malkajigiri,Medchal Malkajgiri
17298,meeddcl,Medchal Malkajgiri
17299,mlkaajigiri,Medchal Malkajgiri
17300,Mancherial,Mancherial
17301,manciryal,Mancherial
17302,mNciryaal,Mancherial
17303,Mahabubabad,Mahabubabad
17304,mahabubabad,Mahabubabad
17305,mhbubaabaad,Mahabubabad
17306,Kamareddy,Kamareddy
17307,kamareddi,Kamareddy
17308,kaamaareddddi,Kamareddy
17309,Jogulamba,Jogulamba Gadwal
17310,Gadwal,Jogulamba Gadwal
17311,jogulamba,Jogulamba Gadwal
17312,gadvala,Jogulamba Gadwal
17313,joogulaaNb,Jogulamba Gadwal
17314,gdvaal,Jogulamba Gadwal
17315,Jangoan,Jangoan
17316,janagam,Jangoan
17317,jngaaN,Jangoan
17318,Jagitial,Jagitial
17319,jagityala,Jagitial
17320,jgityaal,Jagitial
17321,Nirmal,Nirmal
17322,nirmal,Nirmal
17323,nirml,Nirmal
17324,Wanaparthy,Wanaparthy
17325,vanaparti,Wanaparthy
17326,vnprti,Wanaparthy
17327,Warangal,Warangal Urban
17328,Urban,Warangal Urban
17329,varangal,Warangal Urban
17330,arban,Warangal Urban
17331,vrNgl,Warangal Urban
17332,arbn,Warangal Urban
17333,Yadadri,Yadadri Bhuvanagiri
17334,Bhuvanagiri,Yadadri Bhuvanagiri
17335,yadadri,Yadadri Bhuvanagiri
17336,bhuvanagiri,Yadadri Bhuvanagiri
17337,ydaadri,Yadadri Bhuvanagiri
17338,bhuvngiri,Yadadri Bhuvanagiri
17339,GOM,Gomati
17340,Gomati,Gomati
17341,gomati,Gomati
17342,gomti,Gomati
17343,UNK,Unakoti
17344,Unakoti,Unakoti
17345,unakoti,Unakoti
17346,uunkotti,Unakoti
17347,SEP,Sepahijala
17348,Sepahijala,Sepahijala
17349,sipahijala,Sepahijala
17350,sipaahiijlaa,Sepahijala
17351,KHO,Khowai
17352,Khowai,Khowai
17353,khoya'i,Khowai
17354,khoyyaai,Khowai
17355,SML,Shamli
17356,Shamli,Shamli
17357,AME,Amethi
17358,Amethi,Amethi
17359,HAP,Hapur
17360,Hapur,Hapur
17361,SBL,Sambhal
17362,Sambhal,Sambhal
17363,Kalimpong,Kalimpong
17364,Jhargram,Jhargram
17365,APD,Alipurduar
17366,Alipurduar,Alipurduar
17367,Longding,Longding
17368,Asifabad,Kumuram Bheem Asifabad
17369,Kumuram,Kumuram Bheem Asifabad
17370,Bheem,Kumuram Bheem Asifabad
17371,Asifabad,Kumuram Bheem Asifabad
17372,kumuram,Kumuram Bheem Asifabad
17373,bhim,Kumuram Bheem Asifabad
17374,asiphabad,Kumuram Bheem Asifabad
17375,kumurN,Kumuram Bheem Asifabad
17376,bhiim,Kumuram Bheem Asifabad
17377,aasiphaabaad,Kumuram Bheem Asifabad
17378,Majuli,Majuli
17379,Paschim,Paschim Bardhaman
17380,Bardhaman,Paschim Bardhaman
17381,Jiribam,Jiribam
17382,Kangpokpi,Kangpokpi
17383,Noney,Noney
17384,Kakching,Kakching
17385,Kamjong,Kamjong
17386,Pherzawl,Pherzawl
17387,Tengnoupal,Tengnoupal
17388,Kartarpur,Kartarpur
17389,Kartarpur,Kartarpur
17390,krtar,Kartarpur
17391,bwr,Kartarpur
17392,krtarbwr,Kartarpur
17393,krtr,Kartarpur
17394,bwr,Kartarpur
17395,krtrbwr,Kartarpur
17396,Guindy,Guindy National Park
17397,National,Guindy National Park
17398,Park,Guindy National Park
17399,Guindy,Guindy National Park
17400,Park,Guindy National Park
17401,Srinagar,Shalamar Bagh
17402,3735,Rarh Plain
17403,Ch'i-han-li,Pauhunri
17404,Shan,Pauhunri
17405,Lonpo,Pauhunri
17406,Kyangzong,Pauhunri
17407,Lonpo,Pauhunri
17408,Kyangzong,Pauhunri
17409,Pauhungri,Pauhunri
17410,Pauhunri,Pauhunri
17411,Pawohumri,Pauhunri
17412,Malaba,Malabar Coast
17413,Coast,Malabar Coast
17414,Malabar,Malabar Coast
17415,Malabar,Malabar Coast
17416,Coast,Malabar Coast
17417,Malabar,Malabar Coast
17418,Coast,Malabar Coast
17419,3739,Ladakh
17420,Kuthiathode,Kutiatodu
17421,Kutiatodu,Kutiatodu
17422,3741,Kumaun
17423,North,Khangchengyao
17424,District,Khangchengyao
17425,3743,Kerala
17426,Bandarpunch,Bandarpunch
17427,Bandarpunch,Bandarpunch
17428,Peak,Bandarpunch
17429,Bandarpunch,Bandarpunch
17430,3745,Avadh
17431,Paradeep,Paradip
17432,Paradip,Paradip
17433,Paradip,Paradip
17434,Port,Paradip
17435,Paradip,Paradip
17436,Pradeep,Paradip
17437,port,Paradip
17438,Nanda,Nanda Kot
17439,Kot,Nanda Kot
17440,Nanda,Nanda Kot
17441,Kott,Nanda Kot
17442,Nandakot,Nanda Kot
17443,Peak,Nanda Kot
17444,Dunagiri,Dunagiri
17445,Dunagiri,Dunagiri
17446,Peak,Dunagiri
17447,Dunagiri,Dunagiri
17448,Caveloesim,Cavelossim
17449,Kavelossim,Cavelossim
17450,Kavelossim,Cavelossim
17451,Simiolchu,Siniolchu
17452,Siniolchu,Siniolchu
17453,Siniolchu,Siniolchu
17454,Mountain,Siniolchu
17455,erkatu,Yercaud
17456,yarakauda,Yercaud
17457,yerakada,Yercaud
17458,yerakauda,Yercaud
17459,yerkad,Yercaud
17460,yrkhdd,Yercaud
17461,yrkaudd,Yercaud
17462,yerkaudd,Yercaud
17463,yaerkaadd,Yercaud
17464,eerrkaattu,Yercaud
17465,yeerkaadd,Yercaud
17466,yee[?]kkaatt,Yercaud
17467,Jagir,Yelandur
17468,Jagir,Yelandur
17469,Yelandur,Yelandur
17470,Yelandur,Yelandur
17471,Yarada,Yarada
17472,Yarada,Yarada
17473,Yairipok,Yairipok
17474,Wokha,Wokha
17475,Nawada,Waris Aliganj
17476,Vanczin,Wangjing
17477,Wangjing,Wangjing
17478,Wangjing,Wangjing
17479,Vantszin,Wangjing
17480,Ramchandrapur,Ramchandrapur
17481,Ramchandrapur,Ramchandrapur
17482,Sankarpur,Sankarpur
17483,Begampur,Begampur
17484,Bhandardaha,Bhandardaha
17485,Bhandardaha,Bhandardaha
17486,Krishnapur,Krishnapur
17487,Sahapur,Sahapur
17488,Sahapur,Sahapur
17489,Amtala,Amtala
17490,Serpur,Serpur
17491,Harindanga,Harindanga
17492,Harindanga,Harindanga
17493,Karasangal,Karasangal
17494,karacankal,Karasangal
17495,krcngkaal,Karasangal
17496,Vellanur,Vellanur
17497,Vellanur,Vellanur
17498,3769,Simlipal Massif
17499,Gho,Gho Brahmanan de
17500,Brahmanan,Gho Brahmanan de
17501,Gho,Gho Brahmanan de
17502,Brahmanan,Gho Brahmanan de
17503,de,Gho Brahmanan de
17504,Gho,Gho Brahmanan de
17505,Brahmanan,Gho Brahmanan de
17506,Gho,Gho Brahmanan de
17507,Brahmanan,Gho Brahmanan de
17508,de,Gho Brahmanan de
17509,Gho,Gho Brahmanan de
17510,Manhasan,Gho Brahmanan de
17511,Gho,Gho Brahmanan de
17512,Manhasan,Gho Brahmanan de
17513,3771,Jhajar Block Reserved Forest
17514,Bandora,Bandra
17515,Bandora,Bandra
17516,bandra,Bandra
17517,vandre,Bandra
17518,bndrh,Bandra
17519,baaNdraa,Bandra
17520,vaaNdre,Bandra
17521,baaNdraa,Bandra
17522,baaNdraa,Bandra
17523,Hsiang-ch'uan,Sutlej River
17524,Ho,Sutlej River
17525,Hsiang-ch'uan,Sutlej River
17526,Ho,Sutlej River
17527,Lang-ch'u,Sutlej River
17528,Ho,Sutlej River
17529,Lang-chen-kam-p,Sutlej River
17530,Lang-ch'u,Sutlej River
17531,Ho,Sutlej River
17532,Langchen,Sutlej River
17533,Langchen,Sutlej River
17534,Khamba,Sutlej River
17535,Jaunpur,Shahganj
17536,district,Shahganj
17537,Seoni,Seoni
17538,Sarila,Sarila
17539,Sarila,Sarila
17540,Rampur,Sarauli
17541,Kalwa-nyu,Mount Saramati
17542,Kyein,Mount Saramati
17543,Mount,Mount Saramati
17544,Sarametti,Mount Saramati
17545,Nwemauktaung,Mount Saramati
17546,Saramati,Mount Saramati
17547,Sarameti,Mount Saramati
17548,Saramati,Mount Saramati
17549,Sarahan,Sarahan
17550,Sarahan,Sarahan
17551,Sanvarden,Sanvordem
17552,Sanvordem,Sanvordem
17553,Santashpur,Santoshpur
17554,Santoshpur,Santoshpur
17555,Santokgarh,Santokhgarh
17556,Santokhgarh,Santokhgarh
17557,Howrah,Sankrail
17558,Sanguem,Sanguem
17559,Raisen,Sanchi
17560,Saligao,Saligao
17561,Sakit,Sakit
17562,Sakit,Sakit
17563,Sairang,Sairang
17564,Saidapet,Saidapet
17565,Saiyidapettai,Saidapet
17566,Sayidabad,Saidapet
17567,Sydapet,Saidapet
17568,caitappettai,Saidapet
17569,saidappetta,Saidapet
17570,sydpytt,Saidapet
17571,caitaappeettttai,Saidapet
17572,saidaappeetttt,Saidapet
17573,Shivamogga,Sagar
17574,Sabroom,Sabrum
17575,Sabrum,Sabrum
17576,Sabrum,Sabrum
17577,Sabathu,Sabathu
17578,Sabathu,Sabathu
17579,Subathu,Sabathu
17580,Samastipur,Rusera
17581,Rudraprayag,Rudraprayag
17582,Rudraprayag,Rudraprayag
17583,Rohru,Rohru
17584,Reasi,Riasi
17585,Riasi,Riasi
17586,Riasi,Riasi
17587,Anantapur,Rayadrug
17588,District,Rayadrug
17589,Churu,Ratangarh
17590,Ratangarh,Ratangarh
17591,Rangpo,Rangpo
17592,Rongphu,Rangpo
17593,Rungpo,Rangpo
17594,Birbhum,Rampur Hat
17595,Rampur,Rampur
17596,Rampur,Rampur
17597,Bushahr,Rampur
17598,Rampur,Rampur
17599,Rampur,Rampur
17600,Ramnagar,Ramnagar
17601,Ramnagar,Ramnagar
17602,Ramgarh,Ramgarh
17603,Ramgarh,Ramgarh
17604,Ramban,Ramban
17605,Ramban,Ramban
17606,Ramapuram,Ramapuram
17607,Ramapuram,Ramapuram
17608,Ramapuram,Ramapuram
17609,Ramamangalam,Ramamangalam
17610,Ramamangalam,Ramamangalam
17611,Rajgarh,Rajgarh
17612,Rajgarh,Rajgarh
17613,Raia,Raia
17614,Raghunathpur,Raghunathpur
17615,Raghunathpur,Raghunathpur
17616,Radha,Radhakund
17617,Kund,Radhakund
17618,Radhakund,Radhakund
17619,Radha,Radhakund
17620,Kund,Radhakund
17621,Radhakund,Radhakund
17622,Queula,Queula
17623,Qazigund,Qazigund
17624,Qazigund,Qazigund
17625,Kadapa,Pulivendla
17626,District,Pulivendla
17627,Pratapgarh,Pratapgarh
17628,Guntur,Ponnuru
17629,Ponnampet,Ponnampet
17630,Pithora,Pithora
17631,Pippara,Pippara
17632,Piploda,Piploda
17633,Melai,Perur
17634,Citamparam,Perur
17635,Perur,Perur
17636,Perur,Perur
17637,Cassabe-de-Pernem,Pernem
17638,Cassabe-de-Pernem,Pernem
17639,Pernem,Pernem
17640,Coimbatore,Periyanayakkanpalaiyam
17641,district,Periyanayakkanpalaiyam
17642,Peranamallur,Peranamallur
17643,Peranamallur,Peranamallur
17644,Paryur,Peraiyur
17645,Peraiyur,Peraiyur
17646,Peraiyur,Peraiyur
17647,Pennathur,Pennathur
17648,Pennattur,Pennathur
17649,Pennathur,Pennathur
17650,Pennattur,Pennathur
17651,Patuli,Patuli
17652,Patuli,Patuli
17653,Patti,Patti
17654,Patti,Patti
17655,Pathanamthitta,Pathanamthitta
17656,Patan,Patan
17657,Patan,Patan
17658,Patan,Patan
17659,Kendrapara,Patamundai
17660,Nagri,Parol
17661,Parol,Parol
17662,Parole,Parol
17663,Parichha,Parichha
17664,Parichha,Parichha
17665,Parichha,Parichha
17666,Raigad,Malangarh
17667,Maibang,Maibong
17668,Maibong,Maibong
17669,Mahur,Mahur
17670,Mahrauni,Mahroni
17671,Mahroni,Mahroni
17672,3838,Maharashtra
17673,Maharajganj,Maharajganj
17674,Maharajganj,Maharajganj
17675,Mahaban,Mahaban
17676,Mahaban,Mahaban
17677,Magam,Magam
17678,Magam,Magam
17679,magam,Magam
17680,magham,Magam
17681,mGm,Magam
17682,mgm,Magam
17683,Ramanagara,Magadi
17684,Machalpur,Machalpur
17685,Maohalpur,Machalpur
17686,Machalpur,Machalpur
17687,Maohalpur,Machalpur
17688,Lohaghat,Lohaghat
17689,Lohaghat,Lohaghat
17690,Lodhikheda,Lodhikheda
17691,Lodhikhera,Lodhikheda
17692,Lodhikheda,Lodhikheda
17693,Lodhikheda,Lodhikheda
17694,Lodhikhera,Lodhikheda
17695,Lansdowne,Lansdowne
17696,Lalam,Lalam
17697,Lalam,Lalam
17698,Nagaur,Ladnun
17699,Courtalam,Kuttalam
17700,Courtallam,Kuttalam
17701,Kurralam,Kuttalam
17702,Kuttalam,Kuttalam
17703,Kuttalam,Kuttalam
17704,Kurgunta,Kurgunta
17705,Kumsi,Kumsi
17706,Kud,Kud
17707,Kud,Kud
17708,Kotra,Kotra
17709,Kotla,Kotla
17710,Kot,Kotkhai
17711,Khai,Kotkhai
17712,Kot,Kotkhai
17713,Khai,Kotkhai
17714,Kotkhai,Kotkhai
17715,Kothi,Kothi
17716,Kotar,Kotar
17717,Kotar,Kotar
17718,Ernakulam,Kotamangalam
17719,Mathura,Kosi
17720,district,Kosi
17721,Korukollu,Korukollu
17722,Koradachcheri,Koradachcheri
17723,Koradacheri,Koradachcheri
17724,Koradachcheri,Koradachcheri
17725,Koppa,Koppa
17726,Konganapuram,Konganapuram
17727,Konganapuram,Konganapuram
17728,Konanur,Konanur
17729,Konanur,Konanur
17730,Kolanukonda,Kolanukonda
17731,Kodiganballi,Kodigenahalli
17732,Kodigenahalli,Kodigenahalli
17733,Koderma,Kodarma
17734,Nalgonda,Kodar
17735,Thrissur,Kizhake Chalakudi
17736,Meerut,Kithor
17737,Kishni,Kishni
17738,Kil,Kilvelur
17739,Valur,Kilvelur
17740,Kilvelur,Kilvelur
17741,Kilvelure,Kilvelur
17742,Kil,Kilvelur
17743,Valur,Kilvelur
17744,Khujner,Khujner
17745,IXN,Khowai
17746,Khowai,Khowai
17747,Khokhra,Khokra
17748,Khokra,Khokra
17749,khokhara,Khokra
17750,khokhraa,Khokra
17751,Baghpat,Khekra
17752,Khed,Khed
17753,Khawhai,Khawhai
17754,Khaur,Khaur
17755,Khour,Khaur
17756,Kharsawan,Kharsawan
17757,Kharsawangarh,Kharsawan
17758,Kharsawan,Kharsawan
17759,Kharod,Kharod
17760,Khargupur,Khargupur
17761,3883,Khadakwasla Lake
17762,Khamharia,Khamharia
17763,Khamanon,Khamanon Kalan
17764,Khamanon,Khamanon Kalan
17765,Kalan,Khamanon Kalan
17766,Khamanon,Khamanon Kalan
17767,Khamanon,Khamanon Kalan
17768,Kalan,Khamanon Kalan
17769,Kenduadih,Kenduadih
17770,Kenduadih,Kenduadih
17771,Kazipet,Kazipet
17772,Kazipit,Kazipet
17773,Kazipet,Kazipet
17774,kajipeta,Kazipet
17775,kaajiipeett,Kazipet
17776,Tiruchirappalli,Kattupputtur
17777,Katra,Katra
17778,Ambala,Kasauli
17779,Ambala,Kasauli
17780,Kasauli,Kasauli
17781,Kosauli,Kasauli
17782,3891,Kar Tso
17783,Karrapur,Karrapur
17784,Karrapur,Karrapur
17785,Karimpur,Karimpur
17786,Karimpur,Karimpur
17787,Kantilo,Kantilo
17788,Chirang,Bongaigaon
17789,Bomdila,Bomdila
17790,Bomdilla,Bomdila
17791,Bokakhat,Bokakhat
17792,Bokakhat,Bokakhat
17793,Bishnupur,Bishnupur
17794,Bishnupur,Bishnupur
17795,Sundargarh,Birmitrapur
17796,Dehradun,Birbhaddar
17797,Beed,Beed
17798,Bhir,Beed
17799,Bid,Beed
17800,Bidh,Beed
17801,Bir,Beed
17802,Bir,Beed
17803,Mahboobganj,Beed
17804,Mahbubganj,Beed
17805,bida,Beed
17806,bira,Beed
17807,Bid,Beed
17808,byrr,Beed
17809,biidd,Beed
17810,biidd,Beed
17811,biidd',Beed
17812,Ballia,Bilthra
17813,Bilaspur,Bilaspur
17814,Bilaspur,Bilaspur
17815,Bilaspur,Bilaspur
17816,Bighapur,Bighapur Khurd
17817,Bighapur,Bighapur Khurd
17818,Khurd,Bighapur Khurd
17819,Bighapur,Bighapur Khurd
17820,Bighapur,Bighapur Khurd
17821,Khurd,Bighapur Khurd
17822,Bhuma,Bhuma
17823,Sangli,Bhudgaon
17824,Bhowali,Bhowali
